hhid,round,comment,offtakeevent,s6q36a,s6q36b,s6q37,s6q38,s6q38b,s6q38c,s6q38d,s6q39,s6q40,s6q41,s6q41b,s6q41b16,s6q42,s6q42_r6,s6q43,s6q43b,s6q43c,s6q43d
10018,5,0,4,2013,September,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the location,,,7000,Yes,
10018,5,0,1,2012,December,Camel,Loaned,,,,2,2,Cultural reasons/dowry,,,Within the sub-location,,,60000,Yes,
10018,5,0,3,2013,July,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,Within the sub-location,,,2400,Yes,
10018,6,0,3,2015,August,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,1200,Yes,
10018,6,0,1,2014,December,Camel,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader passing by my village,,25000,Yes,
10018,6,0,2,2015,May,Cattle,Sold,,,,1,1,For regular cash/income,,,,A livestock trader passing by my village,,16000,Yes,
10019,1,,3,2009,September,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,900,,,
10019,1,,1,2009,June,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,1150,,,
10019,1,,2,2009,August,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,850,,,
10019,2,,1,2010,January,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,4500,,,
10019,2,,2,2010,July,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,3500,,,
10019,3,0,1,2011,May,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the sub-location,,,4500,Yes,
10019,4,0,2,2012,March,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,,1500,Yes,
10019,4,0,3,2012,August,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the location,,,1200,Yes,
10019,4,0,4,2012,September,Goat/Sheep,Gave as gifts,,,,1,0,For regular cash/income,,,Within the sub-location,,,1000,Yes,
10019,4,0,1,2012,July,Camel,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,15000,Yes,
10019,5,0,3,2013,July,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,5000,Yes,
10019,5,0,1,2012,December,Goat/Sheep,Sold,,,,3,2,Pay debt,,,Within the sub-location,,,12000,Yes,
10019,5,0,2,2013,March,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the sub-location,,,8000,Yes,
10019,6,0,2,2015,August,Camel,Sold,,,,1,0,For regular cash/income,,,,Small livestock market,,25000,Yes,
10019,6,0,1,2015,March,Camel,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,,Large livestock market (e.g Marsabit and Merille),,40000,Yes,
10019,6,0,4,2015,June,Goat/Sheep,Sold,,,,6,2,For regular cash/income,,,,Small livestock market,,7200,Yes,
10019,6,0,5,2014,November,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,,Large livestock market (e.g Marsabit and Merille),,35000,Yes,
10019,6,0,3,2015,January,Goat/Sheep,Sold,,,,5,2,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,7500,Yes,
10019,7,,2,2020,May,Goat,Sold,,,,7,,Coping with drought (need money to buy food/necessities duing drought),,,,,1071.428589,7500,,2
10019,7,,1,2019,February,Goat,Sold,,,,7,,Coping with drought (need money to buy food/necessities duing drought),,,,,714.2857056,5000,,2
10020,1,,2,2009,June,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,800,,,
10020,1,,1,2009,April,Goat/Sheep,Sold,,,,4,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,900,,,
10020,2,,3,2009,October,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,3000,,,
10020,2,,1,2010,January,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2000,,,
10020,2,,2,2010,August,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,4000,,,
10020,3,0,2,2011,January,Goat/Sheep,Sold,,,,7,6,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,9600,Yes,
10020,3,0,3,2011,March,Goat/Sheep,Pay debt,,,,3,3,Weak/poor performance,,,Within the location,,,3400,Yes,
10020,3,0,1,2011,August,Cattle,Sold,,,,1,0,Spread risks of loss,,,Outside the district,,,18500,Yes,
10020,4,0,5,2012,June,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,20000,Yes,
10020,4,0,3,2012,January,Goat/Sheep,Sold,,,,4,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,8000,Yes,
10020,4,0,4,2012,March,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the sub-location,,,6700,Yes,
10020,4,0,1,2011,October,Camel,Gave as gifts,,,,2,1,Help others in bad times,,,Within the sub-location,,,60000,Yes,
10020,4,0,2,2011,November,Goat/Sheep,Sold,,,,6,3,For regular cash/income,,,Within the sub-location,,,14000,Yes,
10020,5,0,1,2012,October,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,Within the sub-location,,,6000,Yes,
10020,5,0,3,2013,April,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,Within the sub-location,,,6000,Yes,
10020,5,0,2,2013,February,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,5000,Yes,
10020,5,0,4,2013,July,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,,2500,Yes,
10020,6,0,2,2015,February,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,,Large livestock market (e.g Marsabit and Merille),,20000,Yes,
10020,6,0,4,2015,September,Goat/Sheep,Sold,,,,4,2,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,5200,Yes,
10020,6,0,5,2015,February,Goat/Sheep,Sold,,,,4,0,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,5200,Yes,
10020,6,0,1,2015,January,Camel,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,,Large livestock market (e.g Marsabit and Merille),,30000,Yes,
10020,6,0,3,2015,August,Camel,Sold,,,,1,0,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,20000,Yes,
10020,7,,2,2020,November,Camel,Sold,,,,2,,Coping with drought (need money to buy food/necessities duing drought),,,,,8000,16000,,2
10020,7,,1,2020,April,Goat,Sold,,,,4,,Coping with drought (need money to buy food/necessities duing drought),,,,,1500,6000,,2
10020,7,,1,2020,September,Camel,Gave as dowry,,,,2,,Cultural reasons/dowry,,,,,,,,2
10020,7,,2,2020,December,Goat,Sold,,,,4,,Coping with drought (need money to buy food/necessities duing drought),,,,,625,2500,,2
10021,1,,1,2009,June,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,1300,,,
10021,1,,2,2009,July,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,800,,,
10021,2,,2,2010,July,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,3500,,,
10021,2,,1,2010,January,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2500,,,
10021,3,0,1,2011,August,Goat/Sheep,Sold,,,,4,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,12000,Yes,
10021,4,0,3,2012,June,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,16000,Yes,
10021,4,0,4,2012,August,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,2400,Yes,
10021,4,0,1,2012,January,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,21000,Yes,
10021,4,0,2,2012,March,Camel,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,19000,Yes,
10021,5,0,2,2013,February,Goat/Sheep,Pay debt,,,,3,3,Pay debt,,,Within the sub-location,,,6000,Yes,
10021,5,0,3,2013,May,Goat/Sheep,Sold,,,,4,1,For regular cash/income,,,Within the sub-location,,,10000,Yes,
10021,5,0,1,2012,October,Goat/Sheep,Sold,,,,5,0,Pay debt,,,Within the sub-location,,,25000,Yes,
10021,5,0,4,2013,July,Goat/Sheep,Pay debt,,,,4,4,Cultural reasons/dowry,,,Within the sub-location,,,12000,Yes,
10021,5,0,5,2013,September,Goat/Sheep,Sold,,,,5,0,Pay debt,,,Within the sub-location,,,15000,Yes,
10021,6,0,2,2015,March,Goat/Sheep,Sold,,,,2,1,Weak/poor performance,,,,Small livestock market,,5000,Yes,
10021,6,0,3,2015,September,Goat/Sheep,Sold,,,,3,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock marketing group,,5500,Yes,
10021,6,0,1,2014,November,Camel,Sold,,,,1,0,Weak/poor performance,,,,Large livestock market (e.g Marsabit and Merille),,30000,Yes,
10021,7,,1,2020,May,Goat,Sold,,,,3,,Coping with drought (need money to buy food/necessities duing drought),,,,,2000,6000,,2
10021,7,,2,2020,October,Goat,Sold,,,,3,,Coping with drought (need money to buy food/necessities duing drought),,,,,1000,3000,,2
10021,7,,1,2020,November,Camel,Sold,,,,1,,Pay debt,,,,,20000,20000,,1
10021,7,,1,2020,December,Sheep,Sold,,,,3,,For regular cash/income,,,,,3000,9000,,1
10022,1,,2,2009,July,Goat/Sheep,Sold,,,,8,0,For regular cash/income,,,Within the location,,1200,,,
10022,1,,1,2009,March,Goat/Sheep,Sold,,,,6,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,1000,,,
10022,1,,3,2009,September,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,900,,,
10022,3,0,1,2011,January,Goat/Sheep,Sold,,,,7,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,24000,Yes,
10022,3,0,2,2011,April,Goat/Sheep,Sold,,,,4,4,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,4100,Yes,
10022,3,0,3,2011,June,Goat/Sheep,Sold,,,,3,0,School fees/sick child/other consumption,,,Within the sub-location,,,9100,Yes,
10022,4,0,2,2012,June,Goat/Sheep,Sold,,,,2,2,For regular cash/income,,,Within the sub-location,,,4800,Yes,
10022,4,0,3,2012,March,Goat/Sheep,Sold,,,,2,2,For regular cash/income,,,Within the sub-location,,,4600,Yes,
10022,4,0,1,2011,October,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,32000,Yes,
10022,5,0,3,2013,September,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,5000,Yes,
10022,5,0,2,2013,July,Camel,Sold,,,,1,0,School fees/sick child/other consumption,,,Within the sub-location,,,70000,Yes,
10022,5,0,1,2013,February,Camel,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,135000,Yes,
10022,6,0,1,2014,December,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,20000,Yes,
10022,6,0,2,2015,January,Goat/Sheep,Gave as gifts,,,,3,1,Cultural reasons/dowry,,,,,,6000,Yes,
10022,6,0,3,2015,July,Goat/Sheep,Sold,,,,2,1,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,4500,Yes,
10022,7,,1,2019,February,Sheep,Sold,,,,2,,Pay debt,,,,,1250,2500,,2
10022,7,,1,2020,May,Camel,Gave as gifts,,,,2,,School fees/sick child/other consumption,,,,,,,,1
10022,7,,1,2019,March,Goat,Sold,,,,2,,Pay debt,,,,,1750,3500,,2
10022,7,,2,2020,May,Sheep,Gave as gifts,,,,2,,Help others in bad times,,,,,,,,2
10022,7,,2,2020,November,Goat,Sold,,,,2,,Coping with drought (need money to buy food/necessities duing drought),,,,,1500,3000,,2
10023,1,,2,2009,June,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,1500,,,
10023,1,,1,2008,October,Goat/Sheep,Sold,,,,4,0,For regular cash/income,,,Within the sub-location,,2100,,,
10023,1,,3,2009,July,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,900,,,
10023,2,,4,2010,September,Goat/Sheep,Sold,,,,4,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,3500,,,
10023,2,,1,2009,December,Camel,Loaned,,,,1,1,Help others in bad times,,,Within the location,,25000,,,
10023,2,,2,2010,January,Goat/Sheep,Sold,,,,8,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2000,,,
10023,2,,3,2010,July,Cattle,Sold,,,,2,0,For regular cash/income,,,Within the district,,30000,,,
10023,3,0,1,2011,April,Goat/Sheep,Sold,,,,3,1,For regular cash/income,,,Within the sub-location,,,9000,Yes,
10023,3,0,2,2011,September,Goat/Sheep,Sold,,,,4,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,10000,No,
10023,3,0,3,2011,September,Goat/Sheep,Gave as gifts,,,,1,1,Spread risks of loss,,,Within the sub-location,,,2200,No,
10023,4,0,5,2012,March,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the location,,,9000,Yes,
10023,4,0,3,2012,July,Camel,Sold,,,,1,0,For regular cash/income,,,Within the location,,,30000,Yes,
10023,4,0,4,2011,October,Goat/Sheep,Gave as gifts,,,,6,3,Help others in bad times,,,Within the location,,,18000,Yes,
10023,4,0,2,2012,January,Camel,Sold,,,,1,0,For regular cash/income,,,Within the location,,,30000,Yes,
10023,4,0,7,2012,September,Goat/Sheep,Gave as gifts,,,,1,1,Cultural reasons/dowry,,,Within the location,,,2500,Yes,
10023,4,0,6,2012,June,Goat/Sheep,Gave as gifts,,,,2,2,Spread risks of loss,,,Within the location,,,6000,Yes,
10023,4,0,1,2011,November,Camel,Sold,,,,1,0,For regular cash/income,,,Within the location,,,35000,Yes,
10023,5,0,4,2013,September,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,4800,Yes,
10023,5,0,3,2013,April,Cattle,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,28000,Yes,
10023,5,0,1,2012,December,Cattle,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,18000,Yes,
10023,5,0,2,2013,February,Goat/Sheep,Sold,,,,4,3,School fees/sick child/other consumption,,,Within the sub-location,,,12000,Yes,
10023,6,0,2,2015,February,Camel,Pay debt,,,,1,1,Pay debt,,,,,,20000,Yes,
10023,6,0,8,2015,September,Goat/Sheep,Loaned,,Long term borrowing/lending,Family member,8,0,Spread risks of loss,,,,,,10000,Yes,
10023,6,0,3,2015,March,Camel,Pay debt,,,,1,1,Pay debt,,,,,,20000,Yes,
10023,6,0,5,2015,January,Goat/Sheep,Sold,,,,10,8,For regular cash/income,,,,Small livestock market,,20000,Yes,
10023,6,0,7,2015,August,Goat/Sheep,Gave as gifts,,,,9,9,Help others in bad times,,,,,,9000,Yes,
10023,6,0,6,2015,March,Goat/Sheep,Sold,,,,20,15,School fees/sick child/other consumption,,,,Small livestock market,,40000,Yes,
10023,6,0,4,2014,October,Goat/Sheep,Gave as gifts,,,,12,10,Help others in bad times,,,,,,36000,Yes,
10023,6,0,1,2014,October,Camel,Hirb (animals givendue to loss),,,,3,0,Cultural reasons/dowry,,,,,,60000,Yes,
10023,7,,2,2020,December,Goat,Sold,,,,5,,Coping with drought (need money to buy food/necessities duing drought),,,,,1800,9000,,2
10023,7,,1,2020,May,Goat,Sold,,,,5,,Pay debt,,,,,1800,9000,,2
10024,1,,1,2009,June,Goat/Sheep,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,900,,,
10024,2,,1,2010,August,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,4500,,,
10024,3,0,2,2011,April,Goat/Sheep,Sold,,,,4,3,For regular cash/income,,,Within the sub-location,,,8000,No,
10024,3,0,1,2010,November,Camel,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,28000,No,
10024,3,0,3,2011,September,Goat/Sheep,Sold,,,,4,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,9000,No,
10024,3,0,4,.a,.a,Goat/Sheep,Gave as gifts,,,,1,1,Help others in bad times,,,Within the sub-location,,,2500,No,
10024,4,0,2,2012,January,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the location,,,6000,Yes,
10024,4,0,4,2012,July,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,Within the location,,,6000,Yes,
10024,4,0,1,2011,December,Camel,Gave as gifts,,,,2,2,Cultural reasons/dowry,,,Within the location,,,60000,Yes,
10024,4,0,3,2012,March,Goat/Sheep,Gave as gifts,,,,2,2,Spread risks of loss,,,Within the location,,,5000,Yes,
10024,5,0,3,2013,August,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,4000,Yes,
10024,5,0,1,2013,January,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the location,,,5000,Yes,
10024,5,0,2,2013,June,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,9000,Yes,
10024,6,0,1,2015,January,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,,Large livestock market (e.g Marsabit and Merille),,30000,Yes,
