hhid,round,comment,s14q1,s14q2,s14q2b,s14q2a,s14q4a,s14q4b,s14q3,s14q3_a,s14q3_b,s14q5,s14q6,s14q6b,s14q7,s14q8,s14q9,s14q10,s14q11,s14q51,s14q52,s14q52b,s14q24,s14q25,s14q28,s14q53,s14q54,s14q83,s14q55,s14q56,s14q56b,s14q57,s14q57b,s14q51_a,s14q51_b,s14q51_c,s14q51_d,s14q51_e,s14q51_f,s14q73,s14q71,s14q72,s14q18a,s14q18a2,s14q18b,s14q19a,s14q19a2,s14q19b,s14q20a,s14q20a2,s14q20b,s14q21a,s14q21a2,s14q21b,s14q5_r1,s14q6_r1,s14q6b_r1,s14q7_r1,s14q8_r1,s14q9_r1,s14q9b_r1,s14q10_r1,s14q10b_r1,s14q11_r1,s14q12,s14q13,s14q13b,s14q14,s14q15,s14q16,s14q16b,s14q17,s14q58_r23,s14q58a_r23,s14q58b_r23,s14q58,s14q58a,s14q58b,s14q59,s14q59b,s14q59c,s14q5_r7,s14q8_r7,debt_3,debt_4,debt_5,debt_6,debt_5_support_yn,debt_5_support_who,debt_7,debt_8,debt_9,debt_10
9077,5,0,Yes,At home,,,No bank/saving association in the location,,1900,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
9077,6,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,2,1200,300,200,Private (family/friend etc.),,Social obligations,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9077,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Friends/family,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1000,Yes,800,No,,,,No,,No,
9078,1,,No,,,,,,,,,,,,,,,,,Yes,,,6,800,150,,,,,Private (family/friend etc.),,Health costs,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),MFI/FSA,,Very difficult (1 out of 6 chances),Religious organization,,Impossible,MFI/FSA,,Very difficult (1 out of 6 chances),1,,,2,1000,Private (family/friend etc),,Food,,1000,Yes,,,4,6000,Food,,4000,,,,,,,,,,,,,,,,,,,,,
9078,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Money lender,,Impossible,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9078,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Bank,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9078,4,0,Yes,At home,,,Cash saving is not large enough,,1000,,,No,,,,,,,,Yes,,,,,,2,2000,100,2000,Private (family/friend etc.),,Food,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
9078,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9078,6,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,5,300,0,0,Private (family/friend etc.),,Education costs,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
9078,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,7000,No,,,,No,,No,
9079,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),MFI/FSA,,Impossible,MFI/FSA,,Very difficult (1 out of 6 chances),2,-77,-77,,,,,,,,Yes,,,2,1000,Food,,1000,,,,,,,,,,,,,,,,,,,,,
9079,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Religious organization,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
9079,3,0,Yes,At home,,,No bank/saving association in the location,,2000,,,,,,,,,,,Yes,,,,,,2,1000,200,0,Private (family/friend etc.),,Food,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),MFI/FSA,,Impossible,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9079,4,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,1,4000,800,2400,Private (family/friend etc.),,Food,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
9079,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,Yes,,,,,,,,,,,,,,
9079,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9079,7,,Yes,At home,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,1000,No,,,,No,,No,
9080,1,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Impossible,MFI/FSA,,Very difficult (1 out of 6 chances),1,,,2,2000,Money lender,,Food,,500,Yes,,,2,4000,Food,,2000,,,,,,,,,,,,,,,,,,,,,
9080,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Money lender,,Impossible,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9080,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
9080,4,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,1,500,0,0,Private (family/friend etc.),,Food,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
9080,5,0,Yes,At home,,,No bank/saving association in the location,,5000,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
9080,6,0,Yes,At home,,,Do not trust bank/saving association,,2000,,,,,,,,,,,Yes,,,,,,1,200,100,300,Private (family/friend etc.),,Food,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9080,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Friends/family,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1000,Yes,500,No,,,,No,,No,
9081,1,,No,,,,,,,,,,,,,,,,,Yes,,,2,800,400,,,,,Private (family/friend etc.),,Food,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),MFI/FSA,,Very difficult (1 out of 6 chances),1,,,2,3000,Money lender,,Food,,2000,Yes,,,7,3000,Food,,1000,,,,,,,,,,,,,,,,,,,,,
9081,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9081,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),MFI/FSA,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9081,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
9081,5,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,1,150,150,0,Trader,,Education costs,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9081,6,0,Yes,Bank,,Equity Bank,,,20000,,,,,,,,,,,Yes,,,,,,3,1200,1250,1250,Private (family/friend etc.),,Food,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
9081,7,,Yes,At home,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Friends/family,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1000,Yes,7000,No,,,,No,,No,
9082,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Trader,,Impossible,MFI/FSA,,Very difficult (1 out of 6 chances),1,,,4,2000,Private (family/friend etc),,Food,,0,Yes,,,16,8000,Food,,4000,,,,,,,,,,,,,,,,,,,,,
9082,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9082,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Money lender,,Impossible,Money lender,,Impossible,Trader,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9082,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,Yes,,,,,,,,,,,,,,
9082,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9082,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Other (specify),no enough knowledge on this.,Yes,,,,,,,,,,,,,,
9082,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Friends/family,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5000,Yes,2000,No,,,,No,,No,
9083,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),MFI/FSA,,Very difficult (1 out of 6 chances),2,Don't need it,,,,,,,,,Yes,,,10,6000,Food,,6000,,,,,,,,,,,,,,,,,,,,,
9083,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9083,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,Don't know,Informal saving scheme (e.g. merry go round),,O.K. (3 out of 6 chances),Informal saving scheme (e.g. merry go round),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9083,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,Yes,,,,,,,,,,,,,,
9083,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,Yes,,,,,,,,,,,,,,
9083,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9084,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Trader,,Impossible,MFI/FSA,,Very difficult (1 out of 6 chances),1,,,2,1600,Money lender,,Food,,1000,Yes,,,4,2700,Food,,2700,,,,,,,,,,,,,,,,,,,,,
9084,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9084,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,Don't know,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Bank,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9084,4,0,Yes,Other Informal saving scheme (e.g. merry go rounds),,,No bank/saving association in the location,,500,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,Yes,,,,,,,,,,,,,,
9084,5,0,Yes,At home,,,No bank/saving association in the location,,1000,,,No,,,,,,,,Yes,,,,,,1,600,700,400,Trader,,Food,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9084,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Friends/family,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2000,Yes,3000,Yes,400,No,,No,,No,
9085,1,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),MFI/FSA,,Very difficult (1 out of 6 chances),1,,,2,800,Private (family/friend etc),,Food,,800,Yes,,,6,4000,Food,,4000,,,,,,,,,,,,,,,,,,,,,
9085,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Bank,,Impossible,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9085,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,pay back Ksh 600 in a month,Money lender,,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
9085,4,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
9085,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
9085,6,0,Yes,At home,,,Do not trust bank/saving association,,500,,,,,,,,,,,Yes,,,,,,2,200,300,300,Private (family/friend etc.),,Food,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9085,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,4000,No,,,,No,,No,
9086,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),MFI/FSA,,Very difficult (1 out of 6 chances),1,,,2,2000,Private (family/friend etc),,Food,,0,Yes,,,2,1000,Food,,400,,,,,,,,,,,,,,,,,,,,,
9086,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Money lender,,Impossible,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9086,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Trader,,Very difficult (1 out of 6 chances),Trader,,Impossible,Trader,,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9086,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
9086,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
9086,6,0,Yes,At home,,,Lack of information about availability and operations of banking insitutions,,5000,,,,,,,,,,,Yes,,,,,,2,1000,1100,500,Private (family/friend etc.),,Food,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
9086,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9087,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Religious organization,,Very difficult (1 out of 6 chances),MFI/FSA,,Very difficult (1 out of 6 chances),1,,,4,2000,Private (family/friend etc),,Food,,1000,Yes,,,6,3000,Food,,350,,,,,,,,,,,,,,,,,,,,,
9087,2,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very easy (always get it),Trader,,Quite easy (4 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
9087,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Bank,,Very difficult (1 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9087,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,No,Dont need it,,,,,,,,,,,,,
9087,5,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,2,1500,1650,0,Trader,,Food,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9087,6,0,No,,,,,,,,,,,,,,,,,Yes,,,,,,3,1800,0,1000,Private (family/friend etc.),,Social obligations,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
9087,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,1000,No,,,,No,,No,
9088,1,,No,,,,,,,,,,,,,,,,,Yes,,,1,700,100,,,,,Private (family/friend etc.),,Health costs,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),MFI/FSA,,Very difficult (1 out of 6 chances),1,,,2,1500,NGO/MFI/FSA,,Health costs,,500,Yes,,,7,6000,Food,,2500,,,,,,,,,,,,,,,,,,,,,
9088,2,,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Money lender,,Quite easy (4 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
9088,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,exactly Ksh 1100,pay back Ksh 600 in a month,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Money lender,,Quite difficult (2 out of 6 chances),Religious organization,,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
9088,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
9088,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
