hhid,round,comment,Loan_ID,s14q60a,s14q60,s14q60b,s14q61,s14q61b,s14q61c,s14q79,s14q81,s14q81b,s14q82,s14q62,s14q62_r2,s14q66,s14q65c,s14q66a,s14q66_r23,s14q64,s14q65a,s14q65b,s14q67,s14q68a,s14q68b,s14q69,s14q70,s14q70b,s14q92,s14q92b,s14q93,s14q94,s14q80,s14q91
8049,3,0,1,Goods bought on credit,,,Household durables and supplies,,,No,,,,8,,1500,0,,1500,Yes,9,2011,,,,0,,,,,,,No,
8052,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,10,,,2000,0,,2000,No,,,,,,2000,,,,,,,No,
8053,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,1,,,2500,0,,2500,No,,,,,,2500,,,,,,,No,
8056,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,2000,0,,2000,Yes,3,2012,,,,1000,,,,,,,Yes,
9002,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,8,,,3000,0,,30000,No,,,,,,0,,,,,,,Yes,
9003,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,3000,0,,3000,No,,,,,,3000,,,,,,,Yes,
9004,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,2400,0,,2400,No,,,,,,0,,,,,,,Yes,
9006,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,1,,,3000,0,,3000,Yes,11,2011,,,,2000,,,,,,,Yes,
9007,3,0,1,Goods bought on credit,,,Food,,,No,,,,1,,7000,0,,7000,No,,,,,,7000,,,,,,,No,
9009,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,8,,,3500,0,,3500,No,,,,,,1200,,,,,,,Yes,
9013,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,11,,,4000,0,,4000,No,,,,,,4000,,,,,,,Yes,
9016,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,2600,1200,,3800,No,,,,,,1800,,,,,,,No,
9017,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,11,,,2500,0,,2500,No,,,,,,1000,,,,,,,Yes,
9019,3,0,1,Goods bought on credit,,,Food,,,No,,,,5,,3700,0,,3700,No,,,,,,3700,,,,,,,Yes,
9020,3,0,1,Goods bought on credit,,,Food,,,No,,,,6,,3000,0,,3000,No,,,,,,3000,,,,,,,Yes,
9020,3,0,2,Loan,Private (family/friend etc.),,,,,No,,,,2,,400,0,,400,No,,,,,,0,Food,,,,,,Yes,
9021,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,9,,,2800,0,,2800,No,,,,,,0,,,,,,,Yes,
9023,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,2200,0,,2200,No,,,,,,1000,,,,,,,Yes,
9024,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,3,,,5000,0,,5000,No,,,,,,3000,,,,,,,Yes,
9025,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,4,,,1700,0,,1700,No,,,,,,1700,,,,,,,Yes,
9028,3,0,1,Loan,Private (family/friend etc.),,,,,No,,,,3,,500,0,,500,No,,,,,,0,Food,,,,,,Yes,
9028,3,0,2,Loan,Money lender,,,,,No,,,,2,,5000,0,,5000,No,,,,,,0,Social obligations,,,,,,Yes,
9029,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,11,,,2500,0,,2500,No,,,,,,0,,,,,,,No,
9031,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,3000,0,,3000,No,,,,,,3000,,,,,,,Yes,
9033,3,0,1,Goods bought on credit,,,Food,,,No,,,,6,,3000,0,,3000,No,,,,,,3000,,,,,,,Yes,
9035,3,0,1,Goods bought on credit,,,Food,,,No,,,,6,,2000,0,,2000,No,,,,,,0,,,,,,,No,
9037,3,0,1,Goods bought on credit,,,Food,,,No,,,,.a,,4000,400,,4400,No,,,,,,4000,,,,,,,Yes,
9039,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,7,,,2000,0,,2000,No,,,,,,230,,,,,,,Yes,
9039,3,0,2,Loan,Private (family/friend etc.),,,,,No,,,,2,,500,0,,500,No,,,,,,0,Food,,,,,,Yes,
9041,3,0,1,Goods bought on credit,,,Food,,,No,,,,6,,1500,0,,1500,No,,,,,,1500,,,,,,,No,
9044,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,7000,0,,7000,No,,,,,,7000,,,,,,,Yes,
9046,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,10,,,10000,0,,10000,No,,,,,,5700,,,,,,,Yes,
9047,3,0,1,Goods bought on credit,,,Food,,,No,,,,12,,2400,0,,2400,No,,,,,,1800,,,,,,,Yes,
9049,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
9050,3,0,1,Goods bought on credit,,,Food,,,No,,,,2,,5000,0,,5000,No,,,,,,0,,,,,,,Yes,
9051,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,2800,0,,2800,No,,,,,,0,,,,,,,Yes,
9052,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,5400,800,,6200,No,,,,,,3000,,,,,,,No,
9053,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,1300,0,,1300,No,,,,,,0,,,,,,,Yes,
9056,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,2000,0,,2000,No,,,,,,0,,,,,,,Yes,
9057,3,0,1,Goods bought on credit,,,Food,,,No,,,,5,,2400,0,,2400,No,,,,,,0,,,,,,,Yes,
9058,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,7,,,2000,0,,2000,No,,,,,,1000,,,,,,,Yes,
9058,3,0,2,Loan,Private (family/friend etc.),,,,,No,,,,10,,700,0,,700,No,,,,,,0,Food,,,,,,Yes,
9061,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,4,,,600,0,,600,Yes,5,2011,,,,0,,,,,,,Yes,
9062,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
9063,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,9,,,2000,100,,2100,No,,,,,,1200,,,,,,,Yes,
9065,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,4,,,10000,0,,10000,No,,,,,,10000,,,,,,,Yes,
9072,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,1000,0,,1000,No,,,,,,1000,,,,,,,Yes,
9073,3,0,1,Goods bought on credit,,,Food,,,No,,,,5,,6700,1000,,7700,Yes,10,2011,,,,0,,,,,,,No,
9074,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,9,,,3000,100,,3100,Yes,11,2011,,,,0,,,,,,,Yes,
9075,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,1000,200,,1200,No,,,,,,0,,,,,,,Yes,
9076,3,0,2,Loan,Private (family/friend etc.),,,,,No,,,,2,,400,0,,400,No,,,,,,0,Health costs,,,,,,Yes,
9076,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,500,0,,500,No,,,,,,500,,,,,,,Yes,
9077,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,1500,0,,1500,No,,,,,,0,,,,,,,Yes,
9078,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,2000,0,,2000,No,,,,,,0,,,,,,,Yes,
9079,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,1000,0,,0,No,,,,,,1000,,,,,,,Yes,
9081,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,1200,0,,1200,No,,,,,,0,,,,,,,Yes,
9082,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,6000,500,,6500,Yes,11,2011,,,,2500,,,,,,,No,
9083,3,0,1,Loan,Private (family/friend etc.),,,,,Yes,Other (specify),one more time,7,,,500,0,,500,No,,,,,,0,Food,,,,,,Yes,
9084,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,1300,0,,1300,No,,,,,,1300,,,,,,,Yes,
9086,3,0,1,Goods bought on credit,,,Food,,,No,,,,12,,4000,0,,4000,No,,,,,,1000,,,,,,,Yes,
9087,3,0,1,Goods bought on credit,,,Food,,,Yes,Other (specify),EVERY 3 MNTHS,4,,,3000,0,,3000,No,,,,,,0,,,,,,,No,
9088,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,2,,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
9089,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,3450,400,,3950,No,,,,,,2000,,,,,,,Yes,
9090,3,0,1,Goods bought on credit,,,Food,,,No,,,,11,,500,100,,5100,No,,,,,,0,,,,,,,Yes,
9092,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,10,,,4000,0,,4000,No,,,,,,4000,,,,,,,Yes,
9093,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,280,0,,200,No,,,,,,200,,,,,,,Yes,
9095,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,6000,500,,6500,No,,,,,,0,,,,,,,Yes,
9100,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,1,,,1000,100,,5100,Yes,3,2011,,,,0,,,,,,,Yes,
10001,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
10003,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,2000,0,,1000,No,,,,,,1000,,,,,,,Yes,
10005,3,0,1,Loan,Money lender,,,,,Yes,Every two months,,12,,,500,100,,600,No,,,,,,300,Food,,,,,,Yes,
10006,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,1200,0,,1200,No,,,,,,0,,,,,,,Yes,
10007,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
10010,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,10000,250,,10250,Yes,11,2011,,,,13250,,,,,,,Yes,
10011,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,500,0,,500,No,,,,,,500,,,,,,,Yes,
10017,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,3000,100,,3100,Yes,10,2011,,,,1000,,,,,,,Yes,
10018,3,0,1,Loan,Trader,,,,,No,,,,9,,1500,200,,1700,No,,,,,,0,Food,,,,,,Yes,
10023,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,3000,0,,3000,No,,,,,,3000,,,,,,,No,
10029,3,0,1,Goods bought on credit,,,Food,,,No,,,,6,,2300,0,,2300,No,,,,,,2000,,,,,,,Yes,
10030,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,400,0,,400,No,,,,,,400,,,,,,,Yes,
10031,3,0,1,Goods bought on credit,,,Food,,,No,,,,12,,7000,500,,7500,No,,,,,,7500,,,,,,,Yes,
10033,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,3000,0,,300,No,,,,,,3000,,,,,,,No,
11018,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,500,0,,500,No,,,,,,0,,,,,,,Yes,
11021,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,1,,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
11023,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
11027,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,4,,,9000,0,,9000,No,,,,,,9000,,,,,,,No,
11028,3,0,1,Goods bought on credit,,,Food,,,No,,,,3,,3600,0,,2000,No,,,,,,1600,,,,,,,Yes,
11029,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,1500,0,,1500,No,,,,,,1500,,,,,,,No,
11030,3,0,1,Goods bought on credit,,,Food,,,No,,,,6,,6000,0,,6000,No,,,,,,0,,,,,,,Yes,
11032,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,4500,0,,4500,No,,,,,,4000,,,,,,,Yes,
11038,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,2800,0,,2800,No,,,,,,1000,,,,,,,Yes,
11039,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,7,,,6500,0,,6500,No,,,,,,4000,,,,,,,No,
11041,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,1,,,3000,0,,3000,No,,,,,,500,,,,,,,No,
11055,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,10,,,3600,0,,3600,No,,,,,,0,,,,,,,Yes,
12008,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,1300,0,,1300,No,,,,,,600,,,,,,,Yes,
12009,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,6,,,4300,0,,4300,No,,,,,,2000,,,,,,,No,
12017,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,2000,0,,2000,No,,,,,,500,,,,,,,Yes,
12018,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,3000,0,,3000,No,,,,,,3000,,,,,,,No,
12019,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,12,,,5000,0,,5000,No,,,,,,2000,,,,,,,Yes,
12020,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,1200,0,,1200,No,,,,,,1200,,,,,,,No,
12028,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,4,,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
12029,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,4000,0,,4000,No,,,,,,2500,,,,,,,Yes,
12030,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,1050,0,,1500,No,,,,,,750,,,,,,,No,
12036,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,10,,,18000,0,,18000,No,,,,,,1200,,,,,,,Yes,
12040,3,0,1,Goods bought on credit,,,Food,,,No,,,,6,,4000,0,,4000,No,,,,,,2000,,,,,,,Yes,
13002,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,3200,0,,3200,No,,,,,,3200,,,,,,,Yes,
13003,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,2,,,2800,0,,0,No,,,,,,2800,,,,,,,No,
13011,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,3,,,3000,0,,3000,No,,,,,,1000,,,,,,,Yes,
13012,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,3,,,900,0,,900,No,,,,,,900,,,,,,,Yes,
13020,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,240,0,,240,No,,,,,,240,,,,,,,Yes,
13021,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,680,0,,680,No,,,,,,400,,,,,,,No,
13022,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,1500,0,,1500,No,,,,,,0,,,,,,,Yes,
13023,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,9,,,2000,0,,2000,No,,,,,,2000,,,,,,,No,
13026,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,3,,,10600,0,,10600,No,,,,,,6600,,,,,,,Yes,
14003,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,5000,0,,5000,No,,,,,,2000,,,,,,,Yes,
14018,3,0,1,Goods bought on credit,,,Food,,,No,,,,7,,500,15,,515,No,,,,,,515,,,,,,,No,
14027,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,4,,,5000,0,,0,No,,,,,,3000,,,,,,,Yes,
14033,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,2500,0,,2500,No,,,,,,800,,,,,,,Yes,
14046,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,500,0,,500,No,,,,,,200,,,,,,,No,
14066,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,500,15,,515,Yes,8,2011,,,,500,,,,,,,Yes,
14071,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,4,,,1000,0,,1000,No,,,,,,1000,,,,,,,No,
14092,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,2,,,2000,0,,2000,No,,,,,,500,,,,,,,No,
14094,3,0,1,Goods bought on credit,,,Food,,,No,,,,1,,700,0,,500,No,,,,,,500,,,,,,,No,
14103,3,0,1,Goods bought on credit,,,Food,,,No,,,,.a,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
14109,3,0,1,Goods bought on credit,,,Food,,,No,,,,4,,2500,75,,2575,No,,,,,,2575,,,,,,,No,
15001,3,0,1,Goods bought on credit,,,Livestock,,,Yes,Every two months,,3,,,2600,0,,2600,No,,,,,,600,,,,,,,Yes,
15008,3,0,1,Goods bought on credit,,,Food,,,Yes,Every two months,,4,,,4000,0,,4000,No,,,,,,4000,,,,,,,Yes,
15016,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,11,,,7000,0,,7000,No,,,,,,0,,,,,,,Yes,
15018,3,0,1,Goods bought on credit,,,Food,,,Yes,Every month,,12,,,250,0,,250,No,,,,,,0,,,,,,,Yes,
15019,3,0,1,Goods bought on credit,,,Food,,,No,,,,9,,500,0,,500,No,,,,,,500,,,,,,,No,
15024,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,2000,0,,2000,No,,,,,,2000,,,,,,,Yes,
15027,3,0,1,Goods bought on credit,,,Food,,,No,,,,8,,1200,0,,1200,Yes,9,2011,,,,1200,,,,,,,No,
15034,3,0,1,Goods bought on credit,,,Food,,,No,,,,3,,3000,0,,3000,No,,,,,,0,,,,,,,Yes,
